	Time(ms)	S0(mW)	S1	S2	S3	DOP(%)	Average DOP(%)	
3.90000	0.89022	0.95325	0.30164	0.02277	99.89319	99.89319
1.70000	0.88979	0.95331	0.30155	0.02228	99.86877	99.86877
3.70000	0.88972	0.95331	0.30146	0.02277	99.89929	99.89929
1.50000	0.89008	0.95340	0.30103	0.02264	99.88403	99.88403
3.50000	0.89001	0.95346	0.30094	0.02280	99.86877	99.86877
1.30000	0.89030	0.95340	0.30094	0.02292	99.88403	99.88403
3.30000	0.89008	0.95325	0.30143	0.02310	99.90845	99.90845
1.10000	0.89008	0.95325	0.30177	0.02322	99.86877	99.86877
3.10000	0.89030	0.95303	0.30219	0.02338	99.90845	99.90845
0.90000	0.89051	0.95322	0.30174	0.02326	99.88403	99.88403
2.90000	0.89037	0.95328	0.30161	0.02310	99.89319	99.89319
0.70000	0.89102	0.95334	0.30137	0.02301	99.90234	99.90234
2.70000	0.89066	0.95337	0.30125	0.02280	99.89929	99.89929
0.50000	0.89022	0.95325	0.30158	0.02310	99.86877	99.86877
2.50000	0.88928	0.95331	0.30140	0.02292	99.89929	99.89929
0.30000	0.88979	0.95328	0.30143	0.02326	99.87488	99.87488
2.30000	0.89008	0.95315	0.30180	0.02280	99.89929	99.89929
0.10000	0.89008	0.95331	0.30128	0.02277	99.88403	99.88403
2.10000	0.88950	0.95322	0.30168	0.02292	99.88403	99.88403
4.10000	0.88928	0.95343	0.30134	0.02268	99.90845	99.90845
1.90000	0.88972	0.95325	0.30168	0.02286	99.88403	99.88403
3.90000	0.89022	0.95325	0.30152	0.02283	99.87488	99.87488
1.70000	0.88964	0.95334	0.30140	0.02304	99.89929	99.89929
3.70000	0.88964	0.95334	0.30134	0.02249	99.89319	99.89319
1.50000	0.88964	0.95328	0.30155	0.02264	99.89929	99.89929
3.50000	0.89044	0.95334	0.30125	0.02301	99.85962	99.85962
1.30000	0.88986	0.95325	0.30161	0.02292	99.92371	99.92371
3.30000	0.89015	0.95303	0.30244	0.02316	99.89929	99.89929
1.10000	0.88899	0.95331	0.30146	0.02280	99.89319	99.89319
3.10000	0.89044	0.95328	0.30149	0.02316	99.86877	99.86877
0.90000	0.88906	0.95340	0.30146	0.02295	99.86877	99.86877
2.90000	0.88928	0.95303	0.30216	0.02310	99.89929	99.89929
0.70000	0.88906	0.95300	0.30232	0.02313	99.87488	99.87488
2.70000	0.88805	0.95309	0.30204	0.02301	99.87488	99.87488
0.50000	0.88754	0.95242	0.30409	0.02411	99.88403	99.88403
2.50000	0.88696	0.95209	0.30519	0.02478	99.88403	99.88403
0.30000	0.88732	0.95260	0.30363	0.02408	99.86877	99.86877
2.30000	0.88747	0.95267	0.30317	0.02362	99.89929	99.89929
0.10000	0.88682	0.95276	0.30326	0.02335	99.90845	99.90845
2.10000	0.88674	0.95227	0.30461	0.02411	99.88403	99.88403
4.10000	0.88522	0.95242	0.30424	0.02377	99.88403	99.88403
1.90000	0.88413	0.95273	0.30332	0.02326	99.86877	99.86877
3.90000	0.88428	0.95184	0.30604	0.02536	99.89319	99.89319
1.70000	0.88261	0.95267	0.30329	0.02326	99.87488	99.87488
3.70000	0.88413	0.95291	0.30271	0.02301	99.85046	99.85046
1.50000	0.88399	0.95227	0.30451	0.02411	99.90845	99.90845
3.50000	0.88305	0.95209	0.30531	0.02429	99.89929	99.89929
1.30000	0.88239	0.95239	0.30451	0.02411	99.87488	99.87488
3.30000	0.88152	0.95230	0.30436	0.02429	99.88403	99.88403
1.10000	0.88000	0.95209	0.30540	0.02490	99.87488	99.87488
3.10000	0.87790	0.95254	0.30387	0.02417	99.86572	99.86572
0.90000	0.87920	0.95230	0.30479	0.02454	99.89014	99.89014
2.90000	0.87884	0.95245	0.30390	0.02399	99.89929	99.89929
0.70000	0.87906	0.95215	0.30494	0.02490	99.85046	99.85046
2.70000	0.87812	0.95202	0.30522	0.02487	99.86572	99.86572
0.50000	0.87710	0.95212	0.30506	0.02490	99.89014	99.89014
2.50000	0.87616	0.95248	0.30415	0.02432	99.88403	99.88403
0.30000	0.87703	0.95233	0.30433	0.02435	99.88403	99.88403
2.30000	0.87689	0.95224	0.30467	0.02496	99.89014	99.89014
0.10000	0.87674	0.95227	0.30442	0.02487	99.87488	99.87488
2.10000	0.87732	0.95206	0.30519	0.02533	99.85046	99.85046
4.10000	0.87551	0.95227	0.30467	0.02487	99.86572	99.86572
1.90000	0.87507	0.95230	0.30445	0.02460	99.89929	99.89929
3.90000	0.87370	0.95224	0.30454	0.02542	99.85657	99.85657
1.70000	0.87261	0.95111	0.30811	0.02744	99.88098	99.88098
3.70000	0.87109	0.95236	0.30418	0.02539	99.88098	99.88098
1.50000	0.87232	0.95227	0.30457	0.02533	99.87488	99.87488
3.50000	0.87058	0.95236	0.30415	0.02509	99.88098	99.88098
1.30000	0.87109	0.95257	0.30363	0.02484	99.84741	99.84741
3.30000	0.87145	0.95242	0.30415	0.02582	99.86572	99.86572
1.10000	0.87174	0.95221	0.30464	0.02579	99.87488	99.87488
3.10000	0.87130	0.95236	0.30424	0.02576	99.84741	99.84741
0.90000	0.87116	0.95233	0.30448	0.02612	99.88098	99.88098
2.90000	0.87109	0.95254	0.30363	0.02561	99.85657	99.85657
0.70000	0.86985	0.95251	0.30384	0.02579	99.89929	99.89929
2.70000	0.86891	0.95251	0.30363	0.02573	99.87183	99.87183
0.50000	0.86927	0.95260	0.30320	0.02576	99.89014	99.89014
2.50000	0.86964	0.95276	0.30302	0.02539	99.86572	99.86572
0.30000	0.86927	0.95273	0.30329	0.02576	99.85657	99.85657
2.30000	0.86956	0.95279	0.30287	0.02554	99.83215	99.83215
0.10000	0.86927	0.95273	0.30326	0.02548	99.84131	99.84131
2.10000	0.86956	0.95282	0.30293	0.02579	99.84741	99.84741
4.10000	0.86848	0.95279	0.30299	0.02570	99.87183	99.87183
1.90000	0.86920	0.95291	0.30256	0.02551	99.84741	99.84741
3.90000	0.86906	0.95282	0.30299	0.02548	99.84741	99.84741
1.70000	0.86935	0.95245	0.30387	0.02600	99.87488	99.87488
3.70000	0.86855	0.95276	0.30305	0.02573	99.84741	99.84741
1.50000	0.86869	0.95297	0.30238	0.02557	99.87183	99.87183
3.50000	0.86913	0.95279	0.30296	0.02597	99.89014	99.89014
1.30000	0.86797	0.95260	0.30354	0.02603	99.88098	99.88098
3.30000	0.86681	0.95282	0.30290	0.02564	99.83826	99.83826
1.10000	0.86790	0.95285	0.30247	0.02576	99.86572	99.86572
3.10000	0.86746	0.95285	0.30284	0.02530	99.88098	99.88098
0.90000	0.86695	0.95303	0.30232	0.02557	99.87183	99.87183
2.90000	0.86746	0.95279	0.30293	0.02588	99.85657	99.85657
0.70000	0.86623	0.95303	0.30213	0.02573	99.86572	99.86572
2.70000	0.86688	0.95297	0.30210	0.02597	99.84741	99.84741
